unidade,mes,tipo_exame,pacientes_dia,exames_realizados,turno_mais_movimentado,temp_medio_exame,protocolo_emergencia,direcao_centrifuga,quantidade_refrigeradores,alinhamento_refrigeradores,cor_parede_laboratorio,cor_parede_coleta,aromatizador_eucalipto,cheiro_ambiente,musica_ambiente,cor_jaleco_funcionario,elemento_decorativo,janela_virada_para,hora_inicio_turno,cpf_biomedico,mes_nascimento_biomedico,dia_fechamento,chefe_setor,tipo_refrigeracao,tempo_entrega_resultado
Unidade B,out/2024,alergia,51,53,tarde,18.8,não,leste,2,dispersos,azul,branca,não,lavanda,jazz,vinho,nenhum,leste,10,25572913736,mai,21,1234,umida,44.46
Unidade E,nov/2025,imagem,53,57,noite,14.9,não,leste,1,em_L,laranja,amarela,não,lavanda,rock,azul_bebe,cacto,nenhuma,11,13511428878,jun,3,Nina,umida,37.0
Unidade B,abr/2025,covid,55,47,tarde,14.5,sim,norte,1,em_L,vinho,verde,sim,lavanda,rock,verde_limao,cacto,norte,5,46496539682,set,12,Julia,climatizada,33.7
Unidade A,mai/2025,hormonal,48,60,manhã,,,leste,2,em_L,branca,verde,não,eucalipto,nenhuma,vinho,cacto,sul,5,54833045749,abr,4,Ana,seca,27.72
Unidade B,mai/2025,imagem,43,56,manhã,,sim,norte,4,lado_a_lado,azul_cobalto,roxa,sim,nenhum,nenhuma,branco,vaso_bambu,sul,10,21624046849,dez,4,Marcos,umida,48.4
Unidade A,set/2024,covid,37,47,manhã,22.5,não,leste,3,em_L,amarela,amarela,sim,lavanda,nenhuma,vinho,nenhum,oeste,5,80860575956,out,13,1234,climatizada,27.9
Unidade E,ago/2024,alergia,49,58,manhã,11.9,não,sul,1,em_L,amarela,branca,não,nenhum,nenhuma,vinho,vaso_bambu,sul,8,22766820350,mai,10,Carlos,seca,36.65
Unidade B,ago/2024,sangue,40,36,manhã,22.3,não,norte,4,em_L,azul_cobalto,laranja,não,nenhum,jazz,azul_bebe,samambaia,leste,11,19843665088,jan,25,Ana,controlada,23.31
Unidade C,mai/2024,urina,39,75,tarde,19.3,sim,leste,4,lado_a_lado,azul,roxa,não,nenhum,jazz,verde_limao,vaso_bambu,oeste,10,47867874856,fev,7,Marcos,climatizada,32.59
Unidade C,jul/2024,alergia,48,72,manhã,21.4,não,oeste,4,lado_a_lado,laranja,roxa,sim,nenhum,nenhuma,azul_bebe,cacto,nenhuma,8,53083654756,nov,12,Marcos,climatizada,39.25
Unidade C,abr/2025,??!!##,34,54,manhã,19.2,não,oeste,2,dispersos,amarela,azul_cobalto,não,café,jazz,branco,samambaia,leste,7,89647072189,out,3,Carlos,climatizada,20.98
Unidade E,ago/2025,alergia,43,43,tarde,23.0,não,norte,4,em_L,azul_cobalto,laranja,não,eucalipto,rock,vinho,nenhum,oeste,9,26732536419,nov,1,Marcos,controlada,41.5
Unidade D,out/2025,,60,48,manhã,17.9,não,oeste,4,em_L,branca,amarela,não,nenhum,nenhuma,azul_bebe,nenhum,leste,9,53639501014,fev,24,Eduardo,climatizada,44.78
Unidade B,dez/2025,imagem,51,65,tarde,,não,leste,4,lado_a_lado,grafite,roxa,não,café,jazz,branco,samambaia,norte,7,41738116326,jul,29,José,umida,33.29
Unidade A,mar/2024,sangue,51,57,tarde,15.8,não,oeste,1,dispersos,cinza,laranja,não,eucalipto,pagode_90s,branco,cacto,oeste,10,17077038985,set,31,Carlos,controlada,23.51
Unidade A,jul/2025,sangue,48,57,manhã,13.2,não,oeste,1,dispersos,amarela,roxa,não,lavanda,rock,verde_limao,nenhum,norte,6,26806666929,dez,16,Carlos,umida,21.14
Unidade C,ago/2024,genético,55,58,tarde,17.5,não,oeste,1,em_L,cinza,branca,sim,eucalipto,rock,azul_bebe,cacto,nenhuma,6,25007168124,out,27,Nina,controlada,46.24
Unidade B,mai/2025,hormonal,46,61,tarde,9.2,não,leste,4,dispersos,laranja,roxa,não,lavanda,jazz,verde_limao,cacto,oeste,12,34814622360,mar,28,Ana,umida,28.44
Unidade E,dez/2024,hormonal,54,78,tarde,,não,sul,1,lado_a_lado,cinza,branca,não,eucalipto,rock,verde_limao,vaso_bambu,oeste,5,14900778116,jul,26,Carlos,seca,32.86
Unidade F,dez/2025,sangue,61,60,noite,16.9,não,sul,1,em_L,cinza,branca,não,café,rock,azul_bebe,samambaia,oeste,7,80139979411,mai,30,Carlos,climatizada,25.13
Unidade A,out/2024,alergia,40,54,tarde,21.8,não,oeste,1,em_L,vinho,laranja,não,eucalipto,pagode_90s,azul_bebe,vaso_bambu,sul,7,19942932010,fev,1,Eduardo,umida,41.58
Unidade B,set/2024,genético,56,46,tarde,24.9,não,leste,4,em_L,cinza,branca,não,lavanda,nenhuma,vinho,vaso_bambu,norte,9,81702878082,ago,27,Julia,seca,48.15
Unidade A,abr/2025,genético,66,61,manhã,21.5,não,sul,1,em_L,laranja,branca,não,lavanda,pagode_90s,branco,samambaia,leste,9,12150024556,dez,7,Nina,climatizada,44.02
Unidade F,jan/2025,covid,48,58,manhã,24.8,não,oeste,1,em_L,azul,branca,não,café,rock,azul_bebe,vaso_bambu,sul,10,43962644534,abr,24,Bianca,umida,24.69
Unidade D,mar/2025,??!!##,53,43,manhã,23.4,não,sul,2,lado_a_lado,verde,amarela,não,lavanda,jazz,verde_limao,vaso_bambu,sul,12,53274599284,jul,16,Bianca,climatizada,45.6
Unidade E,nov/2024,covid,56,57,manhã,,não,oeste,2,dispersos,cinza,roxa,sim,lavanda,pagode_90s,branco,cacto,oeste,6,41524522495,dez,29,Carlos,climatizada,24.24
Unidade C,jul/2025,sangue,52,77,noite,12.8,não,leste,1,em_L,GRAFITE #007,amarela,não,café,nenhuma,azul_bebe,nenhum,sul,7,54978473572,ago,11,Eduardo,umida,23.52
Unidade E,mar/2024,genético,48,51,manhã,23.7,não,leste,3,dispersos,verde,azul_cobalto,não,lavanda,nenhuma,verde_limao,samambaia,leste,5,71546724393,jun,11,Nina,umida,47.31
Unidade D,fev/2024,alergia,56,68,manhã,14.3,não,leste,1,em_L,azul,branca,não,lavanda,nenhuma,verde_limao,nenhum,nenhuma,8,48917419255,mai,25,1234,seca,40.62
Unidade B,nov/2025,sangue,45,66,tarde,13.9,não,norte,3,dispersos,grafite,roxa,não,eucalipto,nenhuma,branco,nenhum,nenhuma,10,26732379495,mar,21,Nina,umida,23.9
Unidade F,mai/2024,urina,48,62,tarde,13.5,não,oeste,4,lado_a_lado,azul,azul_cobalto,não,eucalipto,nenhuma,azul_bebe,nenhum,oeste,12,95553404792,nov,7,Eduardo,umida,20.02
Unidade B,abr/2025,urina,52,58,manhã,14.8,não,leste,4,em_L,vinho,azul_cobalto,não,nenhum,nenhuma,azul_bebe,samambaia,nenhuma,12,31007734515,jan,7,1234,climatizada,18.79
Unidade F,set/2024,imagem,50,58,manhã,21.6,não,oeste,3,lado_a_lado,branca,branca,não,café,rock,vinho,samambaia,oeste,10,63845741112,mar,10,Nina,umida,32.88
Unidade D,fev/2024,urina,45,57,tarde,18.4,não,oeste,3,dispersos,laranja,laranja,não,café,nenhuma,vinho,vaso_bambu,leste,9,45238643280,jan,9,Ana,umida,22.72
Unidade E,mai/2025,genético,58,50,tarde,23.2,não,oeste,1,lado_a_lado,amarela,azul_cobalto,não,lavanda,pagode_90s,branco,vaso_bambu,norte,5,90450569181,mar,30,Eduardo,controlada,47.67
Unidade F,abr/2024,covid,43,60,tarde,20.0,não,oeste,3,lado_a_lado,cinza,azul_cobalto,não,lavanda,nenhuma,azul_bebe,nenhum,norte,7,84935072879,nov,30,1234,seca,29.21
Unidade A,nov/2025,urina,54,51,noite,17.9,sim,leste,3,em_L,GRAFITE #007,branca,não,café,nenhuma,branco,cacto,oeste,12,45049956073,ago,6,José,umida,32.56
Unidade D,jun/2025,alergia,53,64,noite,22.4,não,oeste,2,dispersos,amarela,roxa,não,lavanda,pagode_90s,vinho,cacto,sul,6,10851459675,jan,13,Carlos,seca,48.37
Unidade C,fev/2024,imagem,59,45,manhã,13.5,não,sul,4,dispersos,cinza,verde,não,café,jazz,vinho,nenhum,oeste,8,90652715985,mai,29,1234,umida,36.08
Unidade B,set/2025,hormonal,54,69,tarde,14.6,não,oeste,1,dispersos,verde,roxa,sim,nenhum,pagode_90s,vinho,nenhum,nenhuma,10,99400333943,nov,30,Ana,seca,26.5
Unidade D,mar/2024,imagem,49,45,tarde,15.8,não,sul,2,em_L,vinho,roxa,não,lavanda,jazz,vinho,samambaia,sul,9,91622959746,nov,7,Carlos,controlada,34.93
Unidade B,jan/2024,urina,53,42,manhã,18.0,não,norte,4,em_L,verde,azul_cobalto,não,nenhum,rock,branco,samambaia,nenhuma,7,42955376959,jul,28,Bianca,controlada,18.54
Unidade D,nov/2024,hormonal,53,62,manhã,18.9,não,leste,1,dispersos,azul,verde,não,lavanda,rock,branco,nenhum,norte,11,56488659519,dez,31,1234,controlada,27.65
Unidade D,set/2025,alergia,50,56,tarde,15.4,não,norte,3,lado_a_lado,azul_cobalto,branca,não,lavanda,nenhuma,branco,vaso_bambu,sul,8,57210628741,set,29,Ana,climatizada,45.53
Unidade F,mar/2025,hormonal,54,69,noite,15.0,não,leste,4,em_L,azul,amarela,não,lavanda,rock,azul_bebe,nenhum,sul,9,92446325544,abr,9,Bianca,climatizada,29.24
Unidade B,fev/2024,covid,52,80,manhã,21.4,não,oeste,1,dispersos,amarela,roxa,sim,café,nenhuma,azul_bebe,nenhum,leste,7,29921996019,nov,3,Eduardo,umida,23.97
Unidade C,out/2025,imagem,64,69,manhã,22.7,sim,sul,3,lado_a_lado,verde,laranja,não,café,pagode_90s,vinho,cacto,nenhuma,9,12121942706,nov,7,Nina,controlada,43.43
Unidade A,jan/2025,urina,49,64,noite,18.4,não,leste,1,em_L,azul,roxa,não,nenhum,pagode_90s,azul_bebe,nenhum,nenhuma,5,52684443518,out,24,Carlos,controlada,25.64
Unidade A,jul/2025,genético,51,43,noite,20.4,não,sul,2,lado_a_lado,grafite,verde,não,nenhum,nenhuma,branco,vaso_bambu,nenhuma,7,59032999723,out,18,José,seca,45.47
Unidade F,dez/2025,covid,42,59,tarde,15.1,não,sul,1,em_L,amarela,azul_cobalto,não,eucalipto,rock,vinho,vaso_bambu,oeste,6,77133672358,jun,6,José,controlada,23.91
Unidade A,nov/2024,sangue,50,49,manhã,15.1,não,sul,1,lado_a_lado,azul,branca,não,eucalipto,jazz,azul_bebe,cacto,oeste,7,23560364583,fev,21,José,seca,24.37
Unidade C,fev/2025,urina,38,69,tarde,13.8,não,sul,4,lado_a_lado,verde,laranja,não,eucalipto,nenhuma,vinho,samambaia,sul,5,81620845690,jun,22,Nina,seca,23.35
Unidade D,abr/2024,sangue,45,66,tarde,19.5,não,sul,2,lado_a_lado,branca,roxa,não,café,nenhuma,branco,nenhum,norte,12,43324360118,set,29,José,controlada,26.12
Unidade A,set/2025,imagem,48,57,manhã,14.4,não,norte,1,em_L,cinza,amarela,sim,café,rock,branco,vaso_bambu,sul,11,28306358599,out,4,Carlos,controlada,33.41
Unidade C,mar/2024,genético,52,67,manhã,17.1,não,norte,1,lado_a_lado,grafite,laranja,não,eucalipto,rock,verde_limao,vaso_bambu,nenhuma,6,44527661463,mai,9,1234,seca,45.44
Unidade E,mai/2024,urina,57,51,manhã,19.9,não,oeste,1,lado_a_lado,verde,amarela,não,lavanda,nenhuma,azul_bebe,cacto,sul,8,41895932691,jun,17,Eduardo,climatizada,21.17
Unidade B,nov/2025,imagem,46,46,manhã,17.3,não,oeste,3,lado_a_lado,azul,laranja,não,nenhum,jazz,azul_bebe,nenhum,leste,11,41146262794,jul,25,José,controlada,34.15
Unidade E,mai/2024,urina,45,43,manhã,23.7,não,leste,4,lado_a_lado,laranja,azul_cobalto,não,café,pagode_90s,azul_bebe,samambaia,norte,5,30065711060,jul,30,Eduardo,umida,24.95
Unidade A,abr/2024,imagem,59,51,manhã,-24.8,não,oeste,2,em_L,grafite,azul_cobalto,não,lavanda,jazz,branco,nenhum,sul,9,99854941113,nov,24,1234,climatizada,38.27
Unidade E,mar/2024,sangue,50,63,tarde,,não,norte,1,em_L,laranja,azul_cobalto,não,café,rock,vinho,samambaia,sul,5,12236592135,dez,18,Julia,seca,26.46
Unidade B,jun/2025,imagem,52,54,manhã,16.6,não,sul,1,lado_a_lado,cinza,branca,não,café,rock,azul_bebe,cacto,sul,5,43493426345,mar,14,Eduardo,umida,35.0
Unidade E,out/2024,alergia,36,55,manhã,17.6,não,leste,3,lado_a_lado,azul,verde,não,eucalipto,nenhuma,azul_bebe,vaso_bambu,oeste,9,48497096302,dez,3,Carlos,controlada,38.73
Unidade D,ago/2024,alergia,50,61,tarde,24.2,não,leste,1,lado_a_lado,vinho,roxa,não,lavanda,jazz,branco,cacto,leste,6,71302629758,dez,19,Julia,controlada,44.76
Unidade B,fev/2024,sangue,59,60,noite,20.9,não,oeste,1,dispersos,azul,verde,não,eucalipto,rock,verde_limao,samambaia,nenhuma,10,34610298141,set,11,Bianca,controlada,27.62
Unidade F,fev/2025,imagem,37,58,tarde,14.9,,leste,2,lado_a_lado,branca,laranja,não,eucalipto,pagode_90s,verde_limao,nenhum,nenhuma,9,17095683670,jul,16,Bianca,controlada,33.67
Unidade C,set/2025,sangue,54,70,tarde,19.0,não,leste,2,em_L,azul,amarela,não,café,rock,verde_limao,nenhum,sul,5,55082997461,abr,18,Bianca,climatizada,23.56
Unidade B,jan/2024,,41,65,manhã,18.1,sim,oeste,3,lado_a_lado,branca,branca,sim,café,rock,vinho,nenhum,leste,7,86651959346,dez,30,1234,umida,28.99
Unidade F,fev/2024,covid,56,55,noite,19.3,não,sul,2,lado_a_lado,amarela,amarela,não,lavanda,rock,azul_bebe,vaso_bambu,nenhuma,11,74307901279,mai,22,Bianca,controlada,28.64
Unidade D,set/2025,imagem,65,62,tarde,13.6,não,leste,4,dispersos,cinza,amarela,não,café,rock,azul_bebe,cacto,leste,6,14776078512,ago,12,Carlos,climatizada,36.28
Unidade E,jan/2024,sangue,61,45,tarde,22.0,não,oeste,1,dispersos,amarela,branca,não,lavanda,rock,vinho,nenhum,nenhuma,6,91900260594,jul,16,Eduardo,climatizada,25.13
Unidade B,ago/2025,covid,63,59,manhã,12.8,sim,oeste,3,em_L,branca,azul_cobalto,não,nenhum,nenhuma,vinho,samambaia,norte,9,44741625506,dez,8,Ana,climatizada,35.8
Unidade A,dez/2025,urina,51,59,manhã,19.0,não,norte,4,lado_a_lado,cinza,amarela,sim,café,rock,branco,samambaia,leste,9,92718012088,out,13,Bianca,umida,21.1
Unidade C,abr/2024,urina,54,47,noite,14.9,sim,oeste,3,dispersos,branca,roxa,não,café,rock,vinho,cacto,oeste,9,67195287857,jul,30,Ana,seca,30.61
Unidade E,nov/2024,urina,50,46,manhã,19.0,não,norte,1,em_L,azul_cobalto,laranja,não,café,rock,azul_bebe,nenhum,sul,6,86454456919,abr,3,Julia,controlada,24.4
Unidade F,jul/2024,alergia,54,53,tarde,20.1,não,oeste,2,lado_a_lado,grafite,branca,não,lavanda,jazz,branco,samambaia,nenhuma,12,82306659119,jan,9,José,climatizada,38.58
Unidade E,jan/2024,alergia,45,53,tarde,11.9,não,leste,4,lado_a_lado,branca,amarela,não,lavanda,rock,vinho,samambaia,nenhuma,9,59387862233,fev,10,Carlos,umida,33.81
Unidade B,fev/2025,urina,54,52,tarde,21.1,não,oeste,3,dispersos,vinho,amarela,sim,lavanda,pagode_90s,vinho,vaso_bambu,oeste,6,88022377675,nov,24,Julia,seca,22.37
Unidade C,mar/2024,urina,42,51,noite,16.1,sim,oeste,3,dispersos,verde,azul_cobalto,não,nenhum,nenhuma,vinho,cacto,sul,7,35374011685,nov,16,Marcos,controlada,35.65
Unidade E,jun/2025,urina,56,59,tarde,21.5,não,oeste,1,em_L,cinza,roxa,não,café,rock,branco,samambaia,leste,10,65535415620,jan,18,Bianca,seca,25.36
Unidade E,fev/2024,sangue,47,45,tarde,26.9,sim,sul,3,em_L,branca,verde,não,eucalipto,nenhuma,azul_bebe,nenhum,nenhuma,7,44240828912,jul,29,Carlos,controlada,34.41
Unidade B,jul/2025,covid,39,67,tarde,19.9,não,sul,2,dispersos,amarela,laranja,não,nenhum,rock,verde_limao,nenhum,nenhuma,11,26750794817,set,24,Nina,seca,25.91
Unidade B,set/2025,imagem,57,71,tarde,21.7,não,norte,2,em_L,vinho,branca,não,eucalipto,nenhuma,branco,samambaia,sul,11,93235469421,out,8,Julia,controlada,33.17
Unidade D,set/2024,sangue,51,41,manhã,14.0,,leste,3,lado_a_lado,azul,branca,não,lavanda,rock,azul_bebe,cacto,oeste,11,49475146081,mai,10,Marcos,climatizada,21.1
Unidade B,ago/2024,,50,68,manhã,10.8,,sul,4,lado_a_lado,laranja,azul_cobalto,não,nenhum,pagode_90s,verde_limao,nenhum,norte,12,27142529836,jun,10,Nina,umida,36.0
Unidade B,set/2024,urina,41,72,tarde,14.8,não,oeste,2,em_L,cinza,amarela,não,eucalipto,nenhuma,vinho,samambaia,nenhuma,5,81877329231,jul,13,1113,seca,25.35
Unidade D,nov/2025,alergia,61,40,tarde,19.1,não,oeste,1,lado_a_lado,cinza,amarela,não,nenhum,pagode_90s,branco,nenhum,leste,8,64093225916,mar,28,Bianca,umida,41.53
Unidade F,abr/2025,hormonal,53,62,tarde,14.7,,sul,2,lado_a_lado,vinho,branca,não,café,jazz,branco,vaso_bambu,sul,9,79362807144,jan,20,Carlos,climatizada,41.24
Unidade C,abr/2024,covid,39,52,tarde,17.9,não,oeste,2,lado_a_lado,cinza,azul_cobalto,sim,nenhum,rock,branco,nenhum,oeste,10,82359044210,mai,8,1234,seca,26.09
Unidade F,set/2025,hormonal,51,75,manhã,17.6,sim,norte,1,dispersos,verde,laranja,não,café,rock,azul_bebe,vaso_bambu,nenhuma,9,79920297446,jul,17,Ana,climatizada,39.69
Unidade F,nov/2024,covid,49,76,manhã,13.9,não,norte,1,dispersos,cinza,laranja,não,nenhum,jazz,verde_limao,samambaia,sul,8,12923086706,mar,1,Eduardo,seca,21.48
Unidade C,ago/2024,genético,45,62,noite,11.5,não,norte,2,em_L,vinho,laranja,não,lavanda,nenhuma,branco,samambaia,sul,9,95584446012,set,10,Julia,umida,47.61
Unidade B,set/2024,covid,50,52,tarde,23.3,não,leste,4,lado_a_lado,amarela,branca,não,café,jazz,azul_bebe,vaso_bambu,nenhuma,5,40542628961,abr,1,Bianca,umida,27.93
Unidade D,dez/2024,covid,38,47,manhã,19.4,sim,leste,2,em_L,cinza,laranja,sim,nenhum,nenhuma,azul_bebe,nenhum,norte,5,38209586663,abr,24,Carlos,seca,35.03
Unidade F,dez/2024,covid,52,82,manhã,20.5,não,oeste,2,em_L,grafite,roxa,não,eucalipto,nenhuma,vinho,nenhum,nenhuma,10,99707128259,jul,20,Bianca,seca,27.32
Unidade D,out/2025,covid,50,48,manhã,18.6,não,sul,1,dispersos,grafite,laranja,sim,eucalipto,jazz,vinho,nenhum,sul,5,71486262264,out,19,Bianca,seca,25.09
Unidade D,abr/2025,sangue,46,49,manhã,21.7,não,norte,4,dispersos,amarela,roxa,sim,café,nenhuma,branco,samambaia,oeste,8,59279233048,jun,1,Julia,umida,27.37
Unidade C,out/2024,genético,49,54,manhã,,não,leste,2,dispersos,laranja,roxa,não,eucalipto,pagode_90s,verde_limao,vaso_bambu,oeste,11,47626859137,jan,13,Julia,climatizada,41.13
Unidade E,nov/2025,urina,45,62,manhã,16.9,não,sul,4,dispersos,branca,roxa,não,café,rock,azul_bebe,nenhum,nenhuma,5,71882272219,jul,1,1234,seca,23.63
Unidade A,jan/2025,alergia,56,50,tarde,21.9,não,leste,1,dispersos,laranja,verde,não,café,nenhuma,verde_limao,vaso_bambu,oeste,5,21350302062,nov,24,Carlos,controlada,41.28
Unidade F,mar/2025,sangue,29,62,noite,15.3,sim,leste,3,lado_a_lado,azul_cobalto,laranja,não,eucalipto,pagode_90s,branco,vaso_bambu,nenhuma,12,86891950143,set,19,Bianca,controlada,36.05
Unidade A,set/2024,sangue,37,69,manhã,12.8,não,leste,1,em_L,cinza,azul_cobalto,não,lavanda,nenhuma,azul_bebe,vaso_bambu,leste,7,67131924478,out,22,1234,seca,21.95
Unidade A,mai/2024,hormonal,60,77,manhã,23.0,,leste,3,em_L,azul,roxa,não,nenhum,nenhuma,branco,cacto,oeste,5,45640732560,fev,7,José,controlada,32.85
Unidade A,set/2024,covid,46,34,noite,19.1,não,oeste,1,lado_a_lado,azul,amarela,não,eucalipto,pagode_90s,verde_limao,samambaia,oeste,11,25520149202,out,9,Carlos,umida,29.46
Unidade A,out/2024,sangue,54,69,tarde,9.0,não,leste,2,em_L,grafite,azul_cobalto,não,eucalipto,rock,branco,cacto,oeste,12,41775950042,mai,20,Julia,controlada,21.5
Unidade A,jan/2025,imagem,38,66,manhã,27.9,não,sul,4,dispersos,azul_cobalto,amarela,não,nenhum,nenhuma,verde_limao,cacto,sul,8,69723087855,fev,1,Nina,climatizada,37.46
Unidade C,fev/2024,urina,62,56,manhã,18.1,não,oeste,3,em_L,vinho,azul_cobalto,sim,café,jazz,verde_limao,samambaia,norte,6,71006499449,abr,15,José,controlada,26.33
Unidade E,dez/2024,imagem,60,69,tarde,23.5,não,oeste,1,lado_a_lado,amarela,roxa,não,nenhum,jazz,azul_bebe,nenhum,leste,9,96749701700,out,25,Julia,umida,35.41
Unidade F,jul/2025,,53,49,tarde,11.0,não,oeste,1,em_L,azul,verde,não,café,nenhuma,vinho,nenhum,leste,6,43807553536,nov,27,1113,controlada,21.35
Unidade A,jan/2024,imagem,41,40,manhã,23.6,não,oeste,3,dispersos,laranja,verde,não,café,nenhuma,azul_bebe,nenhum,sul,6,94080080237,set,3,Nina,seca,34.23
Unidade A,dez/2024,imagem,62,60,manhã,16.3,não,sul,1,lado_a_lado,cinza,branca,não,nenhum,jazz,azul_bebe,cacto,norte,6,11817611996,nov,29,Julia,seca,36.44
Unidade A,mar/2025,imagem,53,52,manhã,12.8,não,sul,2,lado_a_lado,azul,branca,sim,lavanda,nenhuma,vinho,nenhum,norte,6,12698423894,out,5,José,seca,29.61
Unidade C,mar/2024,covid,54,73,noite,19.3,não,sul,2,em_L,verde,branca,não,eucalipto,nenhuma,azul_bebe,nenhum,oeste,10,69123790937,nov,24,Eduardo,seca,25.43
Unidade C,jun/2024,sangue,36,64,manhã,15.8,não,leste,2,lado_a_lado,branca,azul_cobalto,não,eucalipto,jazz,vinho,vaso_bambu,sul,9,96222892923,fev,12,1234,umida,22.27
Unidade E,jun/2025,imagem,58,45,tarde,18.8,não,sul,3,dispersos,vinho,verde,sim,café,pagode_90s,azul_bebe,cacto,sul,12,50964993181,abr,24,Ana,seca,35.61
Unidade B,nov/2025,hormonal,45,62,tarde,24.2,não,oeste,3,em_L,branca,branca,não,eucalipto,nenhuma,vinho,nenhum,leste,7,68242494019,fev,22,Carlos,controlada,33.58
Unidade E,nov/2024,urina,61,59,manhã,18.8,não,oeste,2,dispersos,grafite,verde,não,nenhum,pagode_90s,verde_limao,vaso_bambu,oeste,6,51682646797,jan,19,Eduardo,seca,23.65
Unidade E,jul/2024,urina,49,64,tarde,,não,norte,1,dispersos,GRAFITE #007,roxa,não,eucalipto,pagode_90s,vinho,samambaia,oeste,8,61630635795,set,29,Marcos,seca,24.32
Unidade E,mar/2025,urina,54,52,manhã,17.1,não,norte,3,em_L,cinza,roxa,não,eucalipto,nenhuma,azul_bebe,vaso_bambu,leste,11,74143287143,ago,25,Bianca,controlada,23.55
Unidade A,jan/2025,genético,56,62,tarde,16.9,não,sul,2,lado_a_lado,vinho,branca,não,café,nenhuma,branco,nenhum,norte,5,22017968871,jul,12,José,seca,39.71
Unidade C,dez/2025,sangue,57,57,tarde,23.4,não,oeste,3,em_L,cinza,verde,não,eucalipto,nenhuma,verde_limao,vaso_bambu,sul,7,95749184013,dez,10,José,climatizada,25.61
Unidade E,mar/2024,alergia,58,65,manhã,21.4,não,leste,1,em_L,cinza,roxa,sim,eucalipto,nenhuma,azul_bebe,cacto,nenhuma,11,20941491159,jun,28,Eduardo,seca,38.0
Unidade E,fev/2024,sangue,41,68,manhã,25.9,não,norte,4,em_L,amarela,laranja,sim,nenhum,rock,azul_bebe,nenhum,leste,5,62194173259,mar,13,José,climatizada,27.89
Unidade E,jan/2025,sangue,57,63,noite,18.9,não,norte,1,lado_a_lado,verde,laranja,não,café,jazz,branco,vaso_bambu,nenhuma,8,78697997432,mai,31,Julia,seca,29.07
Unidade C,out/2025,alergia,53,49,tarde,25.3,não,leste,1,em_L,grafite,roxa,não,eucalipto,rock,branco,samambaia,nenhuma,12,31327728886,jul,2,Marcos,seca,47.31
Unidade A,jun/2024,sangue,63,69,noite,18.6,não,leste,3,em_L,azul,amarela,não,nenhum,jazz,azul_bebe,nenhum,oeste,6,48237188850,nov,8,Carlos,controlada,24.35
Unidade B,jul/2025,alergia,41,52,tarde,16.1,não,oeste,1,em_L,azul,amarela,não,café,pagode_90s,verde_limao,vaso_bambu,nenhuma,7,71434608358,dez,10,Carlos,controlada,41.4
Unidade C,ago/2025,urina,60,57,noite,15.5,não,sul,4,em_L,cinza,branca,não,lavanda,nenhuma,vinho,nenhum,leste,9,44729837220,jun,25,Bianca,controlada,21.69
Unidade D,jan/2024,genético,51,69,manhã,18.4,não,oeste,1,dispersos,cinza,azul_cobalto,não,eucalipto,rock,branco,cacto,sul,6,67829359386,dez,9,Nina,umida,46.74
Unidade A,nov/2025,sangue,45,48,manhã,20.9,não,sul,1,dispersos,amarela,roxa,sim,lavanda,pagode_90s,branco,vaso_bambu,sul,6,49297052944,nov,29,Eduardo,umida,26.2
Unidade A,set/2024,hormonal,53,52,tarde,20.9,,norte,4,em_L,amarela,branca,não,café,jazz,verde_limao,vaso_bambu,leste,11,46778135295,out,9,1234,controlada,39.96
Unidade C,mai/2025,urina,28,74,tarde,11.8,não,leste,2,dispersos,azul_cobalto,roxa,não,eucalipto,jazz,branco,samambaia,nenhuma,9,59401714549,out,27,José,climatizada,22.45
Unidade D,ago/2025,sangue,37,61,tarde,,não,sul,4,lado_a_lado,vinho,azul_cobalto,sim,lavanda,jazz,vinho,samambaia,sul,9,48148593290,jul,6,Ana,seca,25.72
Unidade E,jun/2024,hormonal,58,67,noite,18.1,não,leste,4,em_L,azul,branca,sim,eucalipto,jazz,vinho,vaso_bambu,norte,6,73820326408,jul,17,Eduardo,seca,32.2
Unidade F,mar/2024,genético,42,71,manhã,20.9,não,norte,1,dispersos,laranja,azul_cobalto,sim,café,jazz,verde_limao,samambaia,sul,8,56468546650,jan,19,José,controlada,38.56
Unidade C,dez/2025,covid,57,52,tarde,24.4,não,oeste,1,em_L,laranja,roxa,não,eucalipto,nenhuma,azul_bebe,nenhum,sul,10,25982381982,mai,23,Bianca,umida,32.33
Unidade B,fev/2024,sangue,57,59,noite,13.7,não,sul,4,em_L,grafite,roxa,não,lavanda,nenhuma,verde_limao,cacto,oeste,6,38450881938,mai,10,Bianca,climatizada,21.11
Unidade A,dez/2024,urina,57,52,tarde,17.5,não,sul,1,dispersos,azul,laranja,sim,eucalipto,pagode_90s,vinho,vaso_bambu,sul,12,62147232000,dez,2,Julia,seca,22.32
Unidade E,mar/2024,genético,49,59,manhã,22.2,não,oeste,4,lado_a_lado,cinza,branca,não,lavanda,jazz,verde_limao,cacto,sul,10,63448500585,jun,31,Bianca,umida,45.32
Unidade B,ago/2025,,56,63,tarde,-23.5,não,norte,4,dispersos,laranja,azul_cobalto,não,nenhum,nenhuma,vinho,cacto,leste,12,67930584380,jan,27,Nina,seca,27.82
Unidade A,ago/2025,genético,49,79,noite,24.5,não,leste,4,em_L,branca,verde,não,eucalipto,nenhuma,branco,vaso_bambu,nenhuma,12,86011620473,jul,25,Carlos,climatizada,48.85
